Región y Provincia;; SUPERFICIE (Ha) ;; PRODUCCIÓN (Tm) ; VENTAS (Tm) ;;ÍNDICE
;; Plantada ; Cosechada ;;;;
TOTAL NACIONAL;;153,662;134,450;1,083,683;1,017,909;;
REGIÓN SIERRA;;24,508;22,137;177,338;169,516;;
REGIÓN COSTA;;114,557;103,106;841,440;798,596;;
REGIÓN AMAZÓNICA;;14,597;9,207;64,905;49,797;;
ZONA NO DELIMITADA;;;;;;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
AZUAY;Solo;;;;;;
;Asociado;;;;;;
BOLÍVAR;Solo;871;837;4,534;3,927;;
;Asociado;898;883;4,859;4,681;;
CAÑAR;Solo;26;;;;;
;Asociado;;;;;;
CARCHI;Solo;335;156;802;283;;
;Asociado;18;18;2;2;;
COTOPAXI;Solo;1,658;1,488;8,264;7,497;;
;Asociado;290;275;533;364;;
CHIMBORAZO;Solo;5;5;20;0;;
;Asociado;1;1;3;;;
IMBABURA;Solo;1,154;775;4,169;3,195;;
;Asociado;298;249;2,692;2,340;;
LOJA;Solo;68;62;308;254;;
;Asociado;99;;;;;
PICHINCHA;Solo;526;306;1,517;936;;
;Asociado;41;41;178;178;;
TUNGURAHUA;Solo;;;;;;
;Asociado;;;;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;15,350;14,255;130,672;127,468;;
;Asociado;2,870;2,787;18,787;18,391;;
;;;;;;;
REGIÓN COSTA;;;;;;;
EL ORO;Solo;1,265;852;8,957;8,493;;
;Asociado;80;1;11;8;;
ESMERALDAS;Solo;4,827;3,007;24,023;21,912;;
;Asociado;3,907;2,633;2,872;2,047;;
GUAYAS;Solo;10,022;9,295;48,571;45,288;;
;Asociado;10,474;10,112;60,986;57,743;;
LOS RÍOS;Solo;6,795;6,316;59,806;57,776;;
;Asociado;9,357;8,890;78,613;77,422;;
MANABÍ;Solo;54,861;51,733;489,865;465,928;;
;Asociado;12,758;10,101;66,745;61,113;;
SANTA ELENA;Solo;135;92;499;433;;
;Asociado;76;76;493;435;;
;;;;;;;
REGIÓN AMAZÓNICA;;;;;;;
MORONA SANTIAGO;Solo;2,847;1,605;17,340;11,328;;
;Asociado;614;385;3,602;1,635;;
NAPO;Solo;2,819;1,635;20,735;18,903;;
;Asociado;;;;;;
ORELLANA;Solo;2,812;2,413;5,428;4,131;;
;Asociado;16;16;13;10;;
PASTAZA;Solo;1,456;618;6,075;3,736;;
;Asociado;32;14;43;;;
SUCUMBÍOS;Solo;2,974;1,983;5,685;4,870;;
;Asociado;431;208;984;728;;
ZAMORA CHINCHIPE;Solo;555;290;4,862;4,336;;
;Asociado;41;41;138;120;;
;;;;;;;
ZONA NO DELIMITADA;;;;;;;
ZONA NO DELIMITADA;Solo;;;;;;
;Asociado;;;;;;
;;;;;;;
FUENTE: INSTITUTO NACIONAL DE ESTADÍSTICA Y CENSOS (INEC) ESPAC - 2024;;;;;;;
