Región y Provincia;; SUPERFICIE (Ha) ;; PRODUCCIÓN (Tm) ; VENTAS (Tm) ;;ÍNDICE
;; Plantada ; Cosechada ;;;;
TOTAL NACIONAL;; 612,453 ; 541,588 ; 403,699 ; 403,038 ;;
REGIÓN SIERRA;;83,559;75,896;53,542;53,221;;
REGIÓN COSTA;;468,522;420,560;326,170;326,046;;
REGIÓN AMAZÓNICA;;60,373;45,132;23,987;23,770;;
ZONA NO DELIMITADA;;;;;;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
AZUAY;Solo;3,752;2,923;2,951;2,938;;
;Asociado;;;;;;
BOLÍVAR;Solo;12,420;11,663;8,115;7,853;;
;Asociado;8,040;8,040;7,909;7,909;;
CAÑAR;Solo;8,154;7,278;2,934;2,893;;
;Asociado;;;;;;
CARCHI;Solo;24;24;11;10;;
;Asociado;;;;;;
COTOPAXI;Solo;6,098;5,490;6,392;6,391;;
;Asociado;1,437;1,260;454;454;;
CHIMBORAZO;Solo;743;481;452;452;;
;Asociado;2;2;1;1;;
IMBABURA;Solo;744;535;165;165;;
;Asociado;133;86;6;6;;
LOJA;Solo;215;;;;;
;Asociado;126;126;31;29;;
PICHINCHA;Solo;9,128;7,503;5,675;5,675;;
;Asociado;2,536;2,144;925;925;;
TUNGURAHUA;Solo;;;;;;
;Asociado;;;;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;26,595;25,085;15,875;15,875;;
;Asociado;3,414;3,258;1,646;1,646;;
;;;;;;;
REGIÓN COSTA;;;;;;;
EL ORO;Solo;23,696;21,254;13,805;13,778;;
;Asociado;533;525;978;978;;
ESMERALDAS;Solo;98,547;79,699;57,336;57,316;;
;Asociado;4,880;3,208;2,106;2,106;;
GUAYAS;Solo;83,176;80,553;65,875;65,875;;
;Asociado;10,704;10,300;6,729;6,729;;
LOS RÍOS;Solo;112,318;105,891;113,385;113,379;;
;Asociado;12,578;11,893;9,331;9,331;;
MANABÍ;Solo;106,316;95,687;49,749;49,679;;
;Asociado;15,154;10,967;6,467;6,467;;
SANTA ELENA;Solo;587;555;406;406;;
;Asociado;31;27;4;4;;
;;;;;;;
REGIÓN AMAZÓNICA;;;;;;;
MORONA SANTIAGO;Solo;169;80;112;112;;
;Asociado;;;;;;
NAPO;Solo;18,214;12,530;5,267;5,205;;
;Asociado;299;239;309;309;;
ORELLANA;Solo;11,280;7,994;4,949;4,941;;
;Asociado;2;2;2;2;;
PASTAZA;Solo;44;36;8;5;;
;Asociado;;;;;;
SUCUMBÍOS;Solo;27,628;22,428;12,656;12,519;;
;Asociado;1,839;1,279;477;477;;
ZAMORA CHINCHIPE;Solo;674;432;181;175;;
;Asociado;223;113;26;25;;
;;;;;;;
ZONA NO DELIMITADA;;;;;;;
ZONA NO DELIMITADA;Solo;;;;;;
;Asociado;;;;;;
;;;;;;;
FUENTE: INSTITUTO NACIONAL DE ESTADÍSTICA Y CENSOS (INEC) ESPAC - 2024;;;;;;;
