Ámbito,Países declarantes,Países socios,Elemento,Producto,Año,Unidad,Valor
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Piña tropical","2022","1000 USD","3776"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2013","toneladas","2605"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2014","toneladas","1161.17"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2015","toneladas","1312.55"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2016","toneladas","714.98"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2017","toneladas","83.54"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2018","toneladas","600.59"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2019","toneladas","1638.89"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2020","toneladas","2186.02"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2021","toneladas","3147.78"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2022","toneladas","5947.66"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2013","1000 USD","961"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2014","1000 USD","712"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2015","1000 USD","814"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2016","1000 USD","461"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2017","1000 USD","48"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2018","1000 USD","355"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2019","1000 USD","1040"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2020","1000 USD","1305"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2021","1000 USD","1846"
"Matriz detallada del comercio","Ecuador","Argentina","Exportaciones - valor","Plátanos (Verde) y bananos para cocinar","2022","1000 USD","3449"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2010","toneladas","2807"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2011","toneladas","4761"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2012","toneladas","13553"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2013","toneladas","2705"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2014","toneladas","7457.52"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2015","toneladas","10008.73"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2016","toneladas","97598.72"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2017","toneladas","272005.1"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2018","toneladas","173178.4"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2019","toneladas","48139.82"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2020","toneladas","87473.12"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2021","toneladas","116291.95"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - cantidad","Trigo","2022","toneladas","291200.05"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2010","1000 USD","1116"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2011","1000 USD","2159"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2012","1000 USD","4680"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2013","1000 USD","1839"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2014","1000 USD","4285"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2015","1000 USD","3182"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2016","1000 USD","19180"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2017","1000 USD","56870"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2018","1000 USD","39817"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2019","1000 USD","14070"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2020","1000 USD","21953"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2021","1000 USD","36905"
"Matriz detallada del comercio","Ecuador","Argentina","Importaciones - valor","Trigo","2022","1000 USD","111385"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2016","toneladas","20.41"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2017","toneladas","45.99"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2018","toneladas","1541"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2019","toneladas","1613.4"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2020","toneladas","4594.74"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2021","toneladas","2746.18"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Bananos","2022","toneladas","2863.26"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2016","1000 USD","10"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2017","1000 USD","20"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2018","1000 USD","640"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2019","1000 USD","740"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2020","1000 USD","2046"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2021","1000 USD","1407"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Bananos","2022","1000 USD","2119"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Granos de cacao","2017","toneladas","25.05"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - canditad","Granos de cacao","2018","toneladas","25.05"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Granos de cacao","2017","1000 USD","49"
"Matriz detallada del comercio","Ecuador","Armenia","Exportaciones - valor","Granos de cacao","2018","1000 USD","55"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Bananos","2011","toneladas","4"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Bananos","2014","toneladas","2.4"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Bananos","2020","toneladas","0.7"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Bananos","2021","toneladas","0.62"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Bananos","2022","toneladas","1.2"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Bananos","2011","1000 USD","16"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Bananos","2014","1000 USD","10"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Bananos","2020","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Bananos","2021","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Bananos","2022","1000 USD","12"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, cáscara y cascarilla","2010","toneladas","1"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, cáscara y cascarilla","2017","toneladas","0.03"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, cáscara y cascarilla","2010","1000 USD","9"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, cáscara y cascarilla","2017","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2010","toneladas","15"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2011","toneladas","10"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2012","toneladas","11"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2013","toneladas","55"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2014","toneladas","36.94"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2015","toneladas","6.51"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2016","toneladas","19.11"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2017","toneladas","33.73"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2018","toneladas","93.37"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2019","toneladas","92.02"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2020","toneladas","78.97"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2021","toneladas","103.49"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Cacao, en polvo y torta de cacao","2022","toneladas","34.67"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2010","1000 USD","101"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2011","1000 USD","73"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2012","1000 USD","81"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2013","1000 USD","404"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2014","1000 USD","236"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2015","1000 USD","23"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2016","1000 USD","70"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2017","1000 USD","163"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2018","1000 USD","319"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2019","1000 USD","293"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2020","1000 USD","263"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2021","1000 USD","346"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Cacao, en polvo y torta de cacao","2022","1000 USD","126"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Café, descafeinado o tostado","2022","toneladas","0.28"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Café, descafeinado o tostado","2022","1000 USD","21"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Cebada","2011","toneladas","4500"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Cebada","2013","toneladas","7550"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Cebada","2015","toneladas","9997.83"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Cebada","2021","toneladas","24587.7"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Cebada","2022","toneladas","34919.06"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Cebada","2011","1000 USD","1655"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Cebada","2013","1000 USD","3327"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Cebada","2015","1000 USD","4232"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Cebada","2021","1000 USD","8565"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Cebada","2022","1000 USD","13518"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Chocolate, productos nep","2022","toneladas","0"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Chocolate, productos nep","2022","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2010","toneladas","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2011","toneladas","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2012","toneladas","1"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2014","toneladas","0.01"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2015","toneladas","1.13"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2016","toneladas","10.36"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2017","toneladas","8.79"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2018","toneladas","8.79"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2019","toneladas","9.45"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2020","toneladas","4.63"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2021","toneladas","4.36"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Chocolate, productos nep","2022","toneladas","21.43"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2010","1000 USD","8"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2011","1000 USD","5"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2012","1000 USD","7"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2014","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2015","1000 USD","20"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2016","1000 USD","98"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2017","1000 USD","70"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2018","1000 USD","76"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2019","1000 USD","76"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2020","1000 USD","41"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2021","1000 USD","33"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Chocolate, productos nep","2022","1000 USD","171"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2010","toneladas","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2013","toneladas","13"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2014","toneladas","37.6"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2015","toneladas","26.05"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2016","toneladas","41.93"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2017","toneladas","25.13"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2018","toneladas","41.67"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2019","toneladas","25.8"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2020","toneladas","37.62"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2021","toneladas","53.12"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Granos de cacao","2022","toneladas","33.12"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2010","1000 USD","2"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2013","1000 USD","34"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2014","1000 USD","109"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2015","1000 USD","95"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2016","1000 USD","159"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2017","1000 USD","55"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2018","1000 USD","93"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2019","1000 USD","60"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2020","1000 USD","110"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2021","1000 USD","214"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Granos de cacao","2022","1000 USD","117"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Jugo, naranja, concentrado","2014","toneladas","1.94"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Jugo, naranja, concentrado","2014","1000 USD","6"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Maíz","2011","toneladas","4"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Maíz","2013","toneladas","4"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Maíz","2015","toneladas","2.01"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Maíz","2016","toneladas","1.5"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - cantidad","Maíz","2019","toneladas","0.02"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Maíz","2011","1000 USD","87"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Maíz","2013","1000 USD","105"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Maíz","2015","1000 USD","61"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Maíz","2016","1000 USD","48"
"Matriz detallada del comercio","Ecuador","Australia","Importaciones - valor","Maíz","2019","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2010","toneladas","0"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2011","toneladas","27"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2012","toneladas","4"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2013","toneladas","26"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2014","toneladas","8.57"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2015","toneladas","13.39"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2016","toneladas","14.85"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2017","toneladas","20.85"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2018","toneladas","25.56"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2019","toneladas","4.1"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2020","toneladas","5.27"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2021","toneladas","3.4"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2022","toneladas","9.51"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2010","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2011","1000 USD","105"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2012","1000 USD","39"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2013","1000 USD","141"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2014","1000 USD","83"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2015","1000 USD","126"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2016","1000 USD","122"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2017","1000 USD","165"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2018","1000 USD","178"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2019","1000 USD","29"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2020","1000 USD","39"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2021","1000 USD","26"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Manteca, grasa o aceite de cacao","2022","1000 USD","69"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2010","toneladas","640"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2011","toneladas","708"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2012","toneladas","480"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2013","toneladas","693"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2014","toneladas","476"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2015","toneladas","470.5"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2016","toneladas","405"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2017","toneladas","650"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2018","toneladas","600"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2019","toneladas","505.01"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2020","toneladas","704.01"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2021","toneladas","406.01"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Pasta de cacao no desgrasada.","2022","toneladas","610.12"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2010","1000 USD","3140"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2011","1000 USD","3301"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2012","1000 USD","1779"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2013","1000 USD","2591"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2014","1000 USD","2201"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2015","1000 USD","2106"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2016","1000 USD","1956"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2017","1000 USD","2558"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2018","1000 USD","2479"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2019","1000 USD","1989"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2020","1000 USD","2844"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2021","1000 USD","1503"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Pasta de cacao no desgrasada.","2022","1000 USD","2287"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Piña tropical","2011","toneladas","2"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Piña tropical","2012","toneladas","3"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Piña tropical","2014","toneladas","1.86"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Piña tropical","2015","toneladas","1.8"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Piña tropical","2011","1000 USD","22"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Piña tropical","2012","1000 USD","31"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Piña tropical","2014","1000 USD","11"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - valor","Piña tropical","2015","1000 USD","16"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2014","toneladas","1.86"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2015","toneladas","7.8"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2016","toneladas","0.6"
"Matriz detallada del comercio","Ecuador","Australia","Exportaciones - canditad","Plátanos (Verde) y bananos para cocinar","2017","toneladas","3.4"
