;;;;;;;INDICE;
;;;;;;;;
;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2014;;;;;;;;
TABLA 33. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;
MAÍZ DURO SECO (Grano seco);;;;;;;;
;;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;;
;;Sembrada;Cosechada;;;;;
;;;;;;;;
TOTAL NACIONAL;; 397.522 ; 378.542 ; 1.533.219 ; 1.465.376 ;;;
;;;;;;;;
REGIÓN SIERRA;;53.761;50.037;158.265;143.522;;;
REGIÓN COSTA;;318.252;305.140;1.317.158;1.274.106;;;
REGIÓN ORIENTAL;;19.529;17.424;35.497;26.596;;;
ZONAS NO DELIMITADAS;;5.980;5.942;22.299;21.152;;;
;;;;;;;;
REGIÓN SIERRA;;;;;;;;
;;;;;;;;
AZUAY;Solo;775;729;756;331;;;
;Asociado;4.837;4.816;3.557;2.937;;;
BOLÍVAR;Solo;1.396;1.275;4.193;4.042;;;
;Asociado;595;502;1.024;1.000;;;
CAÑAR;Solo;59;59;296;.;;;
;Asociado;114;90;62;.;;;
CARCHI;Solo;240;222;568;358;;;
;Asociado;.;.;.;.;;;
COTOPAXI;Solo;2.695;2.669;9.255;8.935;;;
;Asociado;302;281;281;138;;;
CHIMBORAZO;Solo;399;399;446;306;;;
;Asociado;38;38;41;29;;;
IMBABURA;Solo;1.967;1.578;1.668;1.013;;;
;Asociado;130;77;47;36;;;
LOJA;Solo;32.735;30.095;110.846;101.657;;;
;Asociado;359;327;410;157;;;
PICHINCHA;Solo; 1.728 ; 1.682 ; 2.586 ; 1.435 ;;;
;Asociado; 127 ; 127 ; 104 ; 19 ;;;
TUNGURAHUA;Solo; 80 ; 80 ; 107 ; . ;;;
;Asociado; 28 ; 28 ; 20 ; 13 ;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;4.726;4.601;21.533;20.885;;;
;Asociado;428;360;464;232;;;
;;;;;;;;
REGIÓN COSTA;;;;;;;;
;;;;;;;;
EL ORO;Solo;1.583;1.508;2.774;2.302;;;
;Asociado;215;215;183;100;;;
ESMERALDAS;Solo;4.154;4.125;2.842;431;;;
;Asociado;201;65;62;.;;;
GUAYAS;Solo;47.897;45.934;219.952;212.932;;;
;Asociado;382;382;1.175;1.135;;;
LOS RÍOS;Solo;167.660;163.486;802.359;793.802;;;
;Asociado;8.483;8.339;33.272;33.036;;;
MANABÍ;Solo;74.227;69.093;213.035;191.177;;;
;Asociado;6.985;6.176;11.068;8.971;;;
SANTA ELENA;Solo;6.466;5.817;30.435;30.219;;;
;Asociado;.;.;.;.;;;
;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;
;;;;;;;;
MORONA SANTIAGO;Solo;1.312;1.312;2.492;590;;;
;Asociado;180;180;262;.;;;
NAPO;Solo;1.683;1.471;3.024;2.567;;;
;Asociado;347;337;923;676;;;
ORELLANA;Solo;6.514;5.745;15.800;14.644;;;
;Asociado;2.151;2.151;5.820;4.553;;;
PASTAZA;Solo;115;115;102;10;;;
;Asociado;32;32;46;.;;;
SUCUMBÍOS;Solo;5.824;4.779;5.889;3.350;;;
;Asociado;1.021;1.000;674;6;;;
ZAMORA CHINCHIPE;Solo;351;303;464;200;;;
;Asociado;.;.;.;.;;;
ZONAS NO DELIMITADAS;Solo;5.161;5.122;17.379;16.304;;;
;Asociado;819;819;4.920;4.847;;;
;;;;;;;;
;;;;;;;;
Fuente: INEC 2014;;;;;;;;
;;;;;;;;
;;;;;;;;
