;;;;;;;;;;;INDICE
;;;;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2014;;;;;;;;;;;
TABLA 46. NÚMERO DE CABEZAS DE GANADO VACUNO VENDIDAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;;;
;;;;;;;;;;;
REGIÓN Y PROVINCIA;TOTAL;NÚMERO DE CABEZAS VENDIDAS;;;;;;;;;
;;Subtotal;MACHOS;;;Subtotal;HEMBRAS;;;;
;;;De menos de 1 año de edad (Terneros);De 1 año a menos de 2 años de edad (Toretes);De 2 o más años de edad (Toros);;De menos de 1 año de edad (Terneras);De 1 año a menos de 2 años de edad (Vaconas);De 2 o más años de edad (Vacas);;
;;;;;;;;;;;
;;;;;;;;;;;
TOTAL NACIONAL;530.715;307.973;77.771;143.138;87.064;222.742;14.496;46.112;162.134;;
;;;;;;;;;;;
REGIÓN SIERRA; 230.564 ; 147.808 ; 58.623 ; 45.028 ; 44.157 ; 82.756 ; 8.841 ; 17.075 ; 56.839 ;;
REGIÓN COSTA; 255.747 ; 135.233 ; 17.063 ; 87.030 ; 31.140 ; 120.514 ; 4.745 ; 24.739 ; 91.030 ;;
REGIÓN ORIENTAL; 42.633 ; 24.010 ; 2.026 ; 10.450 ; 11.534 ; 18.623 ; 910 ; 3.982 ; 13.732 ;;
ZONAS NO DELIMITADAS; 1.771 ; 922 ; 60 ; 630 ; 233 ; 849 ; . ; 317 ; 533 ;;
;;;;;;;;;;;
REGIÓN SIERRA;;;;;;;;;;;
;;;;;;;;;;;
AZUAY; 15.999 ; 10.151 ; 2.974 ; 2.232 ; 4.946 ; 5.847 ; 186 ; 1.042 ; 4.620 ;;
BOLÍVAR; 20.667 ; 12.006 ; 678 ; 8.074 ; 3.254 ; 8.661 ; 234 ; 3.014 ; 5.413 ;;
CAÑAR; 11.208 ; 6.785 ; 2.417 ; 1.655 ; 2.713 ; 4.423 ; 656 ; 1.342 ; 2.425 ;;
CARCHI; 17.835 ; 12.934 ; 8.429 ; 3.041 ; 1.463 ; 4.901 ; 696 ; 1.742 ; 2.463 ;;
COTOPAXI; 26.905 ; 21.021 ; 5.714 ; 3.832 ; 11.475 ; 5.883 ; 1.112 ; 799 ; 3.973 ;;
CHIMBORAZO; 22.126 ; 13.032 ; 4.587 ; 3.700 ; 4.745 ; 9.093 ; 1.068 ; 1.394 ; 6.631 ;;
IMBABURA; 13.737 ; 10.087 ; 4.168 ; 1.660 ; 4.260 ; 3.649 ; 538 ; 321 ; 2.790 ;;
LOJA; 16.825 ; 8.738 ; 1.204 ; 3.612 ; 3.923 ; 8.087 ; 575 ; 2.294 ; 5.218 ;;
PICHINCHA; 40.871 ; 26.432 ; 20.538 ; 3.140 ; 2.754 ; 14.439 ; 1.225 ; 1.468 ; 11.747 ;;
TUNGURAHUA; 18.749 ; 11.917 ; 5.231 ; 4.184 ; 2.502 ; 6.832 ; 1.577 ; 678 ; 4.577 ;;
SANTO DOMINGO DE LOS TSÁCHILAS; 25.643 ; 14.704 ; 2.683 ; 9.898 ; 2.122 ; 10.939 ; 974 ; 2.982 ; 6.984 ;;
;;;;;;;;;;;
REGIÓN COSTA;;;;;;;;;;;
;;;;;;;;;;;
EL ORO; 17.830 ; 6.929 ; 830 ; 3.338 ; 2.761 ; 10.900 ; 188 ; 3.491 ; 7.221 ;;
ESMERALDAS; 37.496 ; 22.273 ; 2.855 ; 8.725 ; 10.693 ; 15.223 ; 848 ; 2.238 ; 12.137 ;;
GUAYAS; 31.244 ; 15.499 ; 1.518 ; 11.184 ; 2.797 ; 15.745 ; 271 ; 4.105 ; 11.370 ;;
LOS RÍOS; 17.937 ; 7.529 ; 1.390 ; 5.295 ; 844 ; 10.408 ; 101 ; 2.359 ; 7.948 ;;
MANABÍ; 150.425 ; 82.650 ; 10.460 ; 58.298 ; 13.892 ; 67.775 ; 3.337 ; 12.504 ; 51.933 ;;
SANTA ELENA; 817 ; 353 ; 10 ; 191 ; 152 ; 464 ; . ; 42 ; 421 ;;
;;;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;;;
;;;;;;;;;;;
MORONA SANTIAGO; 17.522 ; 9.817 ; 242 ; 4.231 ; 5.344 ; 7.705 ; 267 ; 1.636 ; 5.802 ;;
NAPO; 4.522 ; 2.605 ; 218 ; 898 ; 1.489 ; 1.917 ; . ; 286 ; 1.631 ;;
ORELLANA; 7.644 ; 3.883 ; 605 ; 2.236 ; 1.042 ; 3.761 ; 396 ; 726 ; 2.639 ;;
PASTAZA; 1.015 ; 695 ; 169 ; 243 ; 282 ; 321 ; . ; 81 ; 240 ;;
SUCUMBÍOS; 6.298 ; 4.357 ; 754 ; 1.381 ; 2.222 ; 1.941 ; 152 ; 561 ; 1.228 ;;
ZAMORA CHINCHIPE; 5.632 ; 2.653 ; 38 ; 1.460 ; 1.156 ; 2.978 ; 95 ; 691 ; 2.192 ;;
ZONAS NO DELIMITADAS; 1.771 ; 922 ; 60 ; 630 ; 233 ; 849 ; . ; 317 ; 533 ;;
;;;;;;;;;;;
Fuente: INEC 2014;;;;;;;;;;;
