LOJA; 522.636 ; 20.536 ; 39.644 ; 4.692 ; 34.216 ; 98.935 ; 40.198 ; 272.260 ; 12.154 ;;
PICHINCHA; 530.908 ; 21.760 ; 26.818 ; 5.901 ; 113.488 ; 48.434 ; 65.946 ; 229.100 ; 19.462 ;;
TUNGURAHUA; 150.247 ; 5.206 ; 16.960 ; 2.124 ; 29.342 ; 16.089 ; 26.123 ; 45.453 ; 8.950 ;;
SANTO DOMINGO DE LOS TSÁCHILAS; 254.836 ; 79.241 ; 7.572 ; 617 ; 123.577 ; . ; . ; 37.144 ; 6.684 ;;
;;;;;;;;;;;
REGIÓN COSTA;;;;;;;;;;;
;;;;;;;;;;;
EL ORO; 370.683 ; 56.109 ; 5.915 ; 1.778 ; 56.479 ; 62.568 ; 8.423 ; 161.127 ; 18.282 ;;
ESMERALDAS; 996.016 ; 254.423 ; 8.940 ; 4.788 ; 165.186 ; 3.557 ; . ; 504.074 ; 55.049 ;;
GUAYAS; 900.916 ; 223.844 ; 210.399 ; 10.170 ; 147.588 ; 59.700 ; . ; 192.419 ; 56.796 ;;
LOS RÍOS; 674.333 ; 242.591 ; 229.342 ; 7.480 ; 73.298 ; 21.992 ; . ; 71.893 ; 27.738 ;;
MANABÍ; 1.608.532 ; 196.041 ; 88.555 ; 17.879 ; 830.028 ; 45.870 ; . ; 390.888 ; 39.270 ;;
SANTA ELENA; 76.535 ; 5.478 ; 6.042 ; 4.815 ; 7.108 ; 1.962 ; . ; 48.743 ; 2.386 ;;
;;;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;;;
;;;;;;;;;;;
MORONA SANTIAGO; 809.476 ; 13.049 ; 11.292 ; 1.007 ; 96.880 ; 55.104 ; 24.007 ; 580.798 ; 27.339 ;;
NAPO; 464.946 ; 16.996 ; 3.999 ; 872 ; 53.110 ; 5.046 ; 31.930 ; 338.479 ; 14.514 ;;
ORELLANA; 609.799 ; 47.308 ; 12.869 ; 900 ; 36.670 ; 204 ; . ; 491.037 ; 20.811 ;;
PASTAZA; 830.093 ; 3.455 ; 939 ; 62 ; 21.718 ; 3.813 ; . ; 769.683 ; 30.423 ;;
SUCUMBÍOS; 776.143 ; 80.669 ; 10.610 ; 4.474 ; 48.683 ; 30.450 ; . ; 574.300 ; 26.956 ;;
ZAMORA CHINCHIPE; 263.137 ; 5.111 ; 1.063 ; 52 ; 71.072 ; 19.248 ; . ; 161.360 ; 5.232 ;;
ZONAS NO DELIMITADAS; 60.625 ; 29.420 ; 3.218 ; 239 ; 9.333 ; 985 ; . ; 10.778 ; 6.653 ;;
;;;;;;;;;;;
Fuente: INEC 2014;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
