PICHINCHA; 11.139 ; 3.537 ; 2.026 ; 978 ; 533 ; 7.602 ; 1.819 ; 1.842 ; 3.941 ;;
TUNGURAHUA; 5.959 ; 2.748 ; 1.963 ; 583 ; 202 ; 3.211 ; 895 ; 356 ; 1.961 ;;
SANTO DOMINGO DE LOS TSÁCHILAS; 4.658 ; 1.584 ; 1.091 ; 379 ; 114 ; 3.074 ; 770 ; 615 ; 1.689 ;;
;;;;;;;;;;;
REGIÓN COSTA;;;;;;;;;;;
;;;;;;;;;;;
EL ORO; 4.208 ; 1.254 ; 730 ; 440 ; 85 ; 2.954 ; 432 ; 799 ; 1.723 ;;
ESMERALDAS; 5.670 ; 2.303 ; 1.488 ; 623 ; 192 ; 3.368 ; 1.240 ; 529 ; 1.599 ;;
GUAYAS; 5.234 ; 1.994 ; 1.263 ; 539 ; 193 ; 3.239 ; 1.015 ; 577 ; 1.647 ;;
LOS RÍOS; 2.721 ; 907 ; 472 ; 407 ; 28 ; 1.814 ; 580 ; 323 ; 911 ;;
MANABÍ; 22.312 ; 5.736 ; 3.318 ; 2.063 ; 355 ; 16.576 ; 3.062 ; 3.882 ; 9.632 ;;
SANTA ELENA; 241 ; 51 ; 44 ; 7 ; . ; 190 ; 67 ; 42 ; 81 ;;
;;;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;;;
;;;;;;;;;;;
MORONA SANTIAGO; 8.769 ; 2.909 ; 704 ; 1.812 ; 392 ; 5.860 ; 1.896 ; 1.706 ; 2.257 ;;
NAPO; 4.868 ; 2.460 ; 1.960 ; 494 ; 5 ; 2.408 ; 434 ; 440 ; 1.535 ;;
ORELLANA; 1.583 ; 647 ; 387 ; 183 ; 77 ; 936 ; 301 ; 205 ; 431 ;;
PASTAZA; 508 ; 183 ; 45 ; 65 ; 72 ; 325 ; 70 ; 81 ; 174 ;;
SUCUMBÍOS; 2.285 ; 996 ; 888 ; 82 ; 25 ; 1.289 ; 397 ; 141 ; 751 ;;
ZAMORA CHINCHIPE; 3.111 ; 1.439 ; 858 ; 190 ; 391 ; 1.672 ; 291 ; 426 ; 956 ;;
ZONAS NO DELIMITADAS; 300 ; 128 ; 94 ; 34 ; . ; 172 ; 112 ; 13 ; 47 ;;
;;;;;;;;;;;
Fuente: INEC 2014;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
