;;;;;;;INDICE
;;;;;;;
;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2014;;;;;;;
TABLA 13. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;
CACAO (almendra seca);;;;;;;
;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;
;;Plantada;Cosechada;;;;
;;;;;;;
TOTAL NACIONAL;;461.030;372.637;156.216;153.876;;
;;;;;;;
REGIÓN SIERRA;;65.249;53.702;24.342;23.764;;
REGIÓN COSTA;;324.270;270.586;116.239;115.607;;
REGIÓN ORIENTAL;;56.433;36.138;11.413;10.356;;
ZONAS NO DELIMITADAS;;15.077;12.210;4.223;4.149;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
;;;;;;;
AZUAY;Solo;3.016;2.561;688;688;;
;Asociado;1.081;942;378;371;;
BOLÍVAR;Solo;4.372;3.767;2.106;2.105;;
;Asociado;11.317;10.543;4.215;4.210;;
CAÑAR;Solo;7.178;5.153;3.034;2.840;;
;Asociado;1.070;845;125;125;;
CARCHI;Solo;115;9;0;0;;
;Asociado;.;.;.;.;;
COTOPAXI;Solo;6.194;4.962;1.862;1.617;;
;Asociado;2.442;2.051;382;353;;
CHIMBORAZO;Solo;570;491;353;342;;
;Asociado;33;21;3;3;;
IMBABURA;Solo;.;.;.;.;;
;Asociado;.;.;.;.;;
LOJA;Solo;5;.;.;.;;
;Asociado;5;.;.;.;;
PICHINCHA;Solo; 3.024 ; 2.155 ; 620 ; 542 ;;
;Asociado; 402 ; 206 ; 31 ; 31 ;;
TUNGURAHUA;Solo;.;.;.; . ;;
;Asociado;.;.;.; . ;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;17.448;14.499;8.425;8.417;;
;Asociado;6.979;5.498;2.120;2.120;;
;;;;;;;
REGIÓN COSTA;;;;;;;
;;;;;;;
EL ORO;Solo;16.599;14.761;6.816;6.617;;
;Asociado;2.021;1.682;247;247;;
ESMERALDAS;Solo;48.150;37.800;12.336;12.234;;
;Asociado;4.734;3.143;1.057;1.056;;
GUAYAS;Solo;51.205;44.797;29.064;29.026;;
;Asociado;8.374;7.270;2.489;2.489;;
LOS RÍOS;Solo;84.350;72.674;32.556;32.361;;
;Asociado;12.920;7.375;1.521;1.520;;
MANABÍ;Solo;76.008;65.391;24.654;24.588;;
;Asociado;19.596;15.679;5.498;5.468;;
SANTA ELENA;Solo;36;13;2;2;;
;Asociado;278;.;.;.;;
;;;;;;;
REGIÓN ORIENTAL;;;;;;;
;;;;;;;
MORONA SANTIAGO;Solo;875;805;1.339;1.338;;
;Asociado;132;37;8;8;;
NAPO;Solo;8.992;6.325;1.410;1.370;;
;Asociado;2.865;2.300;361;358;;
ORELLANA;Solo;11.649;6.433;2.285;1.968;;
;Asociado;2.571;583;127;125;;
PASTAZA;Solo;375;.;.;.;;
;Asociado;.;.;.;.;;
SUCUMBÍOS;Solo;25.730;17.522;5.673;4.989;;
;Asociado;1.916;1.434;70;66;;
ZAMORA CHINCHIPE;Solo;1.309;697; 139 ; 134 ;;
;Asociado;20;1; 0 ; 0 ;;
ZONAS NO DELIMITADAS;Solo;13.057;11.160;4.042;3.968;;
;Asociado;2.020;1.050;181;181;;
;;;;;;;
Fuente: INEC 2014;;;;;;;
