;;;;;;;INDICE
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2014;;;;;;;
TABLA 40. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;
YUCA (Raíz seca);;;;;;;
;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";" VENTAS 
(Tm.) ";;
;;Sembrada;Cosechada;;;;
;;;;;;;
TOTAL NACIONAL;;19.290;18.770;111.294; 84.305 ;;
;;;;;;;
REGIÓN SIERRA;;4.912;4.882;38.867; 35.367 ;;
REGIÓN COSTA;;4.976;4.895;30.334; 26.200 ;;
REGIÓN ORIENTAL;;9.385;8.976;42.062; 22.737 ;;
ZONAS NO DELIMITADAS;;17;17;30; . ;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
;;;;;;;
AZUAY;Solo;70;70;116; 82 ;;
;Asociado;.;.;.; . ;;
BOLÍVAR;Solo;1;1;3; . ;;
;Asociado;.;.;.; . ;;
CAÑAR;Solo;58;58;467; 12 ;;
;Asociado;2;2;4; . ;;
CARCHI;Solo;436;412;1.623; 486 ;;
;Asociado;.;.;.; . ;;
COTOPAXI;Solo;664;664;4.183; 4.022 ;;
;Asociado;.;.;.; . ;;
CHIMBORAZO;Solo;11;11;49; 7 ;;
;Asociado;.;.;.; . ;;
IMBABURA;Solo;124;124;830; 204 ;;
;Asociado;9;9;49; 41 ;;
LOJA;Solo;203;203;1955; 1.629 ;;
;Asociado;.;.;.; . ;;
PICHINCHA;Solo; 146 ; 141 ; 578 ; . ;;
;Asociado; . ; . ; . ; . ;;
TUNGURAHUA;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;3.163;3.163;28.633; 28.524 ;;
;Asociado;24;24;379; 361 ;;
;;;;;;;
REGIÓN COSTA;;;;;;;
;;;;;;;
EL ORO;Solo;102;69;502; 209 ;;
;Asociado;5;5;8; . ;;
ESMERALDAS;Solo;136;136;1.099; 200 ;;
;Asociado;.;.;.; . ;;
GUAYAS;Solo;375;375;3.552; 3.534 ;;
;Asociado;62;62;587; 585 ;;
LOS RÍOS;Solo;467;443;3.186; 3.102 ;;
;Asociado;.;.;.; . ;;
MANABÍ;Solo;1.881;1.871;6.409; 4.556 ;;
;Asociado;1.681;1.667;12.266; 11.349 ;;
SANTA ELENA;Solo;266;266;2.725; 2.664 ;;
;Asociado;.;.;.; . ;;
;;;;;;;
REGIÓN ORIENTAL;;;;;;;
;;;;;;;
MORONA SANTIAGO;Solo;3.400;3.312;25.518; 15.991 ;;
;Asociado;2.643;2.643;5.708; 1.914 ;;
NAPO;Solo; 689 ; 687 ; 3.008 ; 369 ;;
;Asociado; 147 ; 123 ; 604 ; 38 ;;
ORELLANA;Solo; 888 ; 593 ; 2.072 ; 1.488 ;;
;Asociado; . ; . ; . ; . ;;
PASTAZA;Solo; 293 ; 293 ; 573 ; . ;;
;Asociado; . ; . ; . ; . ;;
SUCUMBÍOS;Solo;900;900;3.283; 2.091 ;;
;Asociado;.;.;.; . ;;
ZAMORA CHINCHIPE;Solo; 365 ; 365 ; 1.202 ; 846 ;;
;Asociado; 59 ; 59 ; 94 ; . ;;
ZONAS NO DELIMITADAS;Solo;1;1;9; . ;;
;Asociado;16;16;21; . ;;
;;;;;;;
Fuente: INEC 2014;;;;;;;
