;;;;;;;INDICE
;;;;;;;
;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2014;;;;;;;
TABLA 19. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;
NARANJA (Fruta fresca);;;;;;;
;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;
;;Plantada;Cosechada;;;;
;;;;;;;
TOTAL NACIONAL;;19.305;17.061;114.196;111.538;;
;;;;;;;
REGIÓN SIERRA;;14.311;12.895;84.465;82.227;;
REGIÓN COSTA;;4.296;3.648;27.712;27.444;;
REGIÓN ORIENTAL;;563;383;1.600;1.478;;
ZONAS NO DELIMITADAS;;135;135;419;389;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
;;;;;;;
AZUAY;Solo;30;21;136;.;;
;Asociado;1;0;5;5;;
BOLÍVAR;Solo;711;686;5.908;5.843;;
;Asociado;10.739;10.070;66.108;65.280;;
CAÑAR;Solo;.;.;.;.;;
;Asociado;.;.;.;.;;
CARCHI;Solo;474;238;2.437;2.302;;
;Asociado;175;46;2;2;;
COTOPAXI;Solo;541;541;4.292;4.202;;
;Asociado;1.254;1.024;3.802;3.565;;
CHIMBORAZO;Solo;10;0;8;8;;
;Asociado;33;21;51;45;;
IMBABURA;Solo;38;16;147;147;;
;Asociado;.;.;.;.;;
LOJA;Solo;.;.;.;.;;
;Asociado;24;24;57;.;;
PICHINCHA;Solo; 27 ; 27 ; 227 ; 227 ;;
;Asociado; 5 ; 5 ; 42 ; . ;;
TUNGURAHUA;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;176;169;1.225;588;;
;Asociado;72;5;16;14;;
;;;;;;;
REGIÓN COSTA;;;;;;;
;;;;;;;
EL ORO;Solo;3;3;7;.;;
;Asociado;3;0;1;.;;
ESMERALDAS;Solo;166;165;499;487;;
;Asociado;.;.;.;.;;
GUAYAS;Solo;110;56;235;235;;
;Asociado;.;.;.;.;;
LOS RÍOS;Solo;895;760;4.971;4.950;;
;Asociado;1.157;1.131;3.437;3.308;;
MANABÍ;Solo;637;515;4.826;4.758;;
;Asociado;1.324;1.018;13.736;13.705;;
SANTA ELENA;Solo;.;.;.;.;;
;Asociado;.;.;.;.;;
;;;;;;;
REGIÓN ORIENTAL;;;;;;;
;;;;;;;
MORONA SANTIAGO;Solo;187;187;523;466;;
;Asociado;14;14;187;187;;
NAPO;Solo;.;.;.;.;;
;Asociado;.;.;.;.;;
ORELLANA;Solo;201;88;337;285;;
;Asociado;.;.;.;.;;
PASTAZA;Solo;66;.;.;.;;
;Asociado;.;.;.;.;;
SUCUMBÍOS;Solo;48;48;372;360;;
;Asociado;.;.;.;.;;
ZAMORA CHINCHIPE;Solo;46;46;180;180;;
;Asociado;.;.;.;.;;
ZONAS NO DELIMITADAS;Solo;11;11;24;.;;
;Asociado;124;124;396;389;;
;;;;;;;
Fuente: INEC 2014;;;;;;;
