;;;;;;;INDICE
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;
TABLA 43. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;
YUCA (Raíz seca);;;;;;;
;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;
;;Sembrada;Cosechada;;;;
;;;;;;;
TOTAL NACIONAL;; 19.095 ; 17.904 ; 75.200 ; 60.123 ;;
;;;;;;;
REGIÓN SIERRA;; 7.175 ; 6.791 ; 28.022 ; 26.380 ;;
REGIÓN COSTA;; 5.844 ; 5.258 ; 27.134 ; 23.739 ;;
REGIÓN ORIENTAL;; 6.076 ; 5.855 ; 20.044 ; 10.004 ;;
ZONAS NO DELIMITADAS;; . ; . ; . ; . ;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
;;;;;;;
AZUAY;Solo; 8 ; 8 ; 26 ; . ;;
;Asociado; 26 ; 13 ; 22 ; 12 ;;
BOLÍVAR;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
CAÑAR;Solo; 111 ; 111 ; 188 ; 97 ;;
;Asociado; . ; . ; . ; . ;;
CARCHI;Solo; 20 ; 20 ; 189 ; . ;;
;Asociado; . ; . ; . ; . ;;
COTOPAXI;Solo; 1.187 ; 1.037 ; 3.177 ; 3.128 ;;
;Asociado; 489 ; 489 ; 4.203 ; 4.151 ;;
CHIMBORAZO;Solo; 0 ; 0 ; 1 ; . ;;
;Asociado; . ; . ; . ; . ;;
IMBABURA;Solo; 222 ; 209 ; 956 ; 472 ;;
;Asociado; 3 ; 3 ; 5 ; 4 ;;
LOJA;Solo; 221 ; 203 ; 1.201 ; 1.032 ;;
;Asociado; 16 ; 3 ; 4 ; . ;;
PICHINCHA;Solo; 83 ; 83 ; 206 ; 55 ;;
;Asociado; . ; . ; . ; . ;;
TUNGURAHUA;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; 4.765 ; 4.589 ; 17.747 ; 17.332 ;;
;Asociado; 23 ; 23 ; 99 ; 98 ;;
;;;;;;;
REGIÓN COSTA;;;;;;;
;;;;;;;
EL ORO;Solo; 96 ; 88 ; 173 ; 8 ;;
;Asociado; . ; . ; . ; . ;;
ESMERALDAS;Solo; 58 ; 58 ; 121 ; 22 ;;
;Asociado; . ; . ; . ; . ;;
GUAYAS;Solo; 85 ; 85 ; 183 ; 25 ;;
;Asociado; 88 ; 88 ; 578 ; 570 ;;
LOS RÍOS;Solo; 1.265 ; 1.094 ; 12.297 ; 12.092 ;;
;Asociado; 408 ; 408 ; 1.417 ; 1.337 ;;
MANABÍ;Solo; 2.833 ; 2.575 ; 9.615 ; 8.189 ;;
;Asociado; 1.012 ; 862 ; 2.752 ; 1.495 ;;
SANTA ELENA;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
;;;;;;;
REGIÓN ORIENTAL;;;;;;;
;;;;;;;
MORONA SANTIAGO;Solo; 2.458 ; 2.313 ; 10.098 ; 5.128 ;;
;Asociado; 984 ; 935 ; 1.857 ; 914 ;;
NAPO;Solo; 861 ; 853 ; 3.484 ; 1.953 ;;
;Asociado; 2 ; 2 ; 7 ; . ;;
ORELLANA;Solo; 493 ; 493 ; 1.831 ; 1.242 ;;
;Asociado; 135 ; 135 ; 470 ; 363 ;;
PASTAZA;Solo; 209 ; 209 ; 293 ; . ;;
;Asociado; 337 ; 318 ; 497 ; . ;;
SUCUMBÍOS;Solo; 440 ; 440 ; 1.064 ; 249 ;;
;Asociado; 49 ; 49 ; 229 ; . ;;
ZAMORA CHINCHIPE;Solo; 107 ; 107 ; 214 ; 155 ;;
;Asociado; . ; . ; . ; . ;;
ZONAS NO DELIMITADAS;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
;;;;;;;
Fuente: INEC 2015;;;;;;;
