;;;;;;;INDICE;
;;;;;;;;
;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;;
TABLA 31. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;
FRÉJOL TIERNO (En vaina);;;;;;;;
;;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;;
;;Sembrada;Cosechada;;;;;
;;;;;;;;
TOTAL NACIONAL;; 24.381 ; 21.916 ; 23.227 ; 18.902 ;;;
;;;;;;;;
REGIÓN SIERRA;; 14.575 ; 12.442 ; 13.087 ; 9.255 ;;;
REGIÓN COSTA;; 9.648 ; 9.416 ; 10.065 ; 9.584 ;;;
REGIÓN ORIENTAL;; 157 ; 57 ; 75 ; 62 ;;;
ZONAS NO DELIMITADAS;; . ; . ; . ; . ;;;
;;;;;;;;
REGIÓN SIERRA;;;;;;;;
;;;;;;;;
AZUAY;Solo; 207 ; 205 ; 367 ; 293 ;;;
;Asociado; 4.321 ; 3.350 ; 2.106 ; 299 ;;;
BOLÍVAR;Solo; 101 ; 4 ; 6 ; 4 ;;;
;Asociado; . ; . ; . ; . ;;;
CAÑAR;Solo; 70 ; 64 ; 59 ; 18 ;;;
;Asociado; 1.591 ; 1.391 ; 775 ; 333 ;;;
CARCHI;Solo; 291 ; 291 ; 565 ; 535 ;;;
;Asociado; 44 ; 44 ; 27 ; 24 ;;;
COTOPAXI;Solo; . ; . ; . ; . ;;;
;Asociado; 213 ; 139 ; 48 ; 22 ;;;
CHIMBORAZO;Solo; 2.132 ; 2.038 ; 2.913 ; 2.830 ;;;
;Asociado; 162 ; 161 ; 263 ; 231 ;;;
IMBABURA;Solo; 2.372 ; 2.054 ; 4.083 ; 3.852 ;;;
;Asociado; 489 ; 307 ; 324 ; 194 ;;;
LOJA;Solo; 107 ; 93 ; 135 ; 127 ;;;
;Asociado; 1.941 ; 1.898 ; 933 ; 97 ;;;
PICHINCHA;Solo; 174 ; 129 ; 226 ; 185 ;;;
;Asociado; 118 ; 38 ; 31 ; 20 ;;;
TUNGURAHUA;Solo; 66 ; 66 ; 87 ; 77 ;;;
;Asociado; 145 ; 145 ; 128 ; 109 ;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; 12 ; 12 ; 6 ; . ;;;
;Asociado; 20 ; 12 ; 5 ; 4 ;;;
;;;;;;;;
REGIÓN COSTA;;;;;;;;
;;;;;;;;
EL ORO;Solo; 0 ; 0 ; 0 ; 0 ;;;
;Asociado; 182 ; 182 ; 106 ; . ;;;
ESMERALDAS;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
GUAYAS;Solo; 126 ; 117 ; 262 ; 245 ;;;
;Asociado; 157 ; 115 ; 163 ; 121 ;;;
LOS RÍOS;Solo; 289 ; 289 ; 476 ; 331 ;;;
;Asociado; 8.627 ; 8.446 ; 8.858 ; 8.737 ;;;
MANABÍ;Solo; 57 ; 57 ; 73 ; 62 ;;;
;Asociado; 211 ; 211 ; 126 ; 88 ;;;
SANTA ELENA;Solo; 0 ; 0 ; 0 ; 0 ;;;
;Asociado; . ; . ; . ; . ;;;
;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;
;;;;;;;;
MORONA SANTIAGO;Solo; 33 ; 33 ; 57 ; 56 ;;;
;Asociado; 117 ; 17 ; 9 ; . ;;;
NAPO;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
ORELLANA;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
PASTAZA;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
SUCUMBÍOS;Solo; 8 ; 8 ; 9 ; 6 ;;;
;Asociado; . ; . ; . ; . ;;;
ZAMORA CHINCHIPE;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
ZONAS NO DELIMITADAS;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
;;;;;;;;
Fuente: INEC 2015;;;;;;;;
