;;;;;;;INDICE
;;;;;;;
;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;
TABLA 13. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;
CACAO (almendra seca);;;;;;;
;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;
;;Plantada;Cosechada;;;;
;;;;;;;
TOTAL NACIONAL;; 537.410 ; 432.094 ; 180.192 ; 178.431 ;;
;;;;;;;
REGIÓN SIERRA;; 81.201 ; 60.960 ; 28.008 ; 27.435 ;;
REGIÓN COSTA;; 395.161 ; 327.553 ; 140.016 ; 139.176 ;;
REGIÓN ORIENTAL;; 46.676 ; 31.310 ; 8.268 ; 7.920 ;;
ZONAS NO DELIMITADAS;; 14.372 ; 12.271 ; 3.899 ; 3.899 ;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
;;;;;;;
AZUAY;Solo; 10.331 ; 6.391 ; 2.874 ; 2.521 ;;
;Asociado; 538 ; 415 ; 71 ; 71 ;;
BOLÍVAR;Solo; 6.726 ; 5.125 ; 2.060 ; 2.059 ;;
;Asociado; 11.849 ; 10.420 ; 2.781 ; 2.779 ;;
CAÑAR;Solo; 8.179 ; 6.163 ; 5.007 ; 4.945 ;;
;Asociado; 1.276 ; 1.132 ; 57 ; 53 ;;
CARCHI;Solo; 226 ; 87 ; 14 ; 11 ;;
;Asociado; 110 ; 110 ; 15 ; 15 ;;
COTOPAXI;Solo; 4.502 ; 2.973 ; 1.968 ; 1.968 ;;
;Asociado; 3.592 ; 2.929 ; 1.504 ; 1.504 ;;
CHIMBORAZO;Solo; 815 ; 624 ; 210 ; 190 ;;
;Asociado; 180 ; 20 ; 3 ; 3 ;;
IMBABURA;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
LOJA;Solo; 137 ; 53 ; 12 ; 12 ;;
;Asociado; . ; . ; . ; . ;;
PICHINCHA;Solo; 2.449 ; 2.062 ; 922 ; 922 ;;
;Asociado; 989 ; 743 ; 119 ; 119 ;;
TUNGURAHUA;Solo; . ; . ; . ; . ;;
;Asociado; . ; . ; . ; . ;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; 21.749 ; 16.341 ; 8.612 ; 8.557 ;;
;Asociado; 7.552 ; 5.372 ; 1.779 ; 1.706 ;;
;;;;;;;
REGIÓN COSTA;;;;;;;
;;;;;;;
EL ORO;Solo; 19.243 ; 17.166 ; 9.619 ; 9.557 ;;
;Asociado; 1.796 ; 1.429 ; 775 ; 775 ;;
ESMERALDAS;Solo; 60.793 ; 46.465 ; 14.314 ; 13.803 ;;
;Asociado; 12.804 ; 9.981 ; 1.261 ; 1.215 ;;
GUAYAS;Solo; 80.844 ; 73.639 ; 47.511 ; 47.509 ;;
;Asociado; 8.439 ; 5.012 ; 1.937 ; 1.937 ;;
LOS RÍOS;Solo; 95.115 ; 82.128 ; 34.601 ; 34.553 ;;
;Asociado; 11.001 ; 6.072 ; 1.584 ; 1.584 ;;
MANABÍ;Solo; 82.499 ; 68.138 ; 23.351 ; 23.255 ;;
;Asociado; 22.349 ; 17.258 ; 4.886 ; 4.811 ;;
SANTA ELENA;Solo; 278 ; 266 ; 176 ; 176 ;;
;Asociado; . ; . ; . ; . ;;
;;;;;;;
REGIÓN ORIENTAL;;;;;;;
;;;;;;;
MORONA SANTIAGO;Solo; 1.319 ; 192 ; 52 ; 47 ;;
;Asociado; 29 ; 29 ; 5 ; 5 ;;
NAPO;Solo; 5.145 ; 4.926 ; 1.692 ; 1.664 ;;
;Asociado; 149 ; 149 ; 61 ; 61 ;;
ORELLANA;Solo; 11.665 ; 6.960 ; 1.593 ; 1.509 ;;
;Asociado; 2.021 ; 187 ; 44 ; 44 ;;
PASTAZA;Solo; 345 ; 216 ; 20 ; 20 ;;
;Asociado; 72 ; . ; . ; . ;;
SUCUMBÍOS;Solo; 21.904 ; 15.840 ; 3.711 ; 3.517 ;;
;Asociado; 1.919 ; 1.393 ; 173 ; 143 ;;
ZAMORA CHINCHIPE;Solo; 1.490 ; 1.056 ; 620 ; 619 ;;
;Asociado; 618 ; 362 ; 298 ; 292 ;;
ZONAS NO DELIMITADAS;Solo; 13.021 ; 11.233 ; 3.606 ; 3.606 ;;
;Asociado; 1.351 ; 1.037 ; 293 ; 293 ;;
;;;;;;;
Fuente: INEC 2015;;;;;;;
