;;;;;;;INDICE;;
;;;;;;;;;
;;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;;;
TABLA 34. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;
MAÍZ DURO CHOCLO (En choclo);;;;;;;;;
;;;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;;;
;;Sembrada;Cosechada;;;;;;
;;;;;;;;;
TOTAL NACIONAL;; 6.508 ; 5.869 ; 5.401 ; 3.769 ;;;;
;;;;;;;;;
REGIÓN SIERRA;; 1.815 ; 1.470 ; 2.631 ; 2.130 ;;;;
REGIÓN COSTA;; 3.621 ; 3.399 ; 1.693 ; 1.012 ;;;;
REGIÓN ORIENTAL;; 1.072 ; 1.001 ; 1.077 ; 627 ;;;;
ZONAS NO DELIMITADAS;; . ; . ; . ; . ;;;;
;;;;;;;;;
REGIÓN SIERRA;;;;;;;;;
;;;;;;;;;
AZUAY;Solo; 91 ; 89 ; 125 ; 93 ;;;;
;Asociado; 79 ; 41 ; 168 ; 143 ;;;;
BOLÍVAR;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
CAÑAR;Solo; . ; . ; . ; . ;;;;
;Asociado; 94 ; 94 ; 53 ; . ;;;;
CARCHI;Solo; 34 ; 34 ; 9 ; 9 ;;;;
;Asociado; . ; . ; . ; . ;;;;
COTOPAXI;Solo; 8 ; 8 ; 28 ; 22 ;;;;
;Asociado; . ; . ; . ; . ;;;;
CHIMBORAZO;Solo; 150 ; 61 ; 215 ; 215 ;;;;
;Asociado; . ; . ; . ; . ;;;;
IMBABURA;Solo; 67 ; 67 ; 244 ; 213 ;;;;
;Asociado; 6 ; 6 ; 7 ; . ;;;;
LOJA;Solo; 404 ; 404 ; 388 ; 150 ;;;;
;Asociado; 344 ; 319 ; 107 ; 47 ;;;;
PICHINCHA;Solo; 240 ; 190 ; 1.140 ; 1.140 ;;;;
;Asociado; . ; . ; . ; . ;;;;
TUNGURAHUA;Solo; 16 ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; 249 ; 125 ; 102 ; 98 ;;;;
;Asociado; 33 ; 33 ; 44 ; . ;;;;
;;;;;;;;;
REGIÓN COSTA;;;;;;;;;
;;;;;;;;;
EL ORO;Solo; 12 ; 12 ; 14 ; . ;;;;
;Asociado; 3 ; 2 ; 1 ; 1 ;;;;
ESMERALDAS;Solo; 53 ; 53 ; 171 ; 128 ;;;;
;Asociado; 2 ; 2 ; 3 ; . ;;;;
GUAYAS;Solo; 128 ; 128 ; 491 ; 466 ;;;;
;Asociado; 673 ; 599 ; 51 ; . ;;;;
LOS RÍOS;Solo; 33 ; 33 ; 21 ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
MANABÍ;Solo; 2.264 ; 2.118 ; 646 ; 161 ;;;;
;Asociado; 409 ; 409 ; 63 ; 29 ;;;;
SANTA ELENA;Solo; 44 ; 44 ; 233 ; 227 ;;;;
;Asociado; . ; . ; . ; . ;;;;
;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;
;;;;;;;;;
MORONA SANTIAGO;Solo; 122 ; 111 ; 241 ; . ;;;;
;Asociado; 127 ; 85 ; 83 ; . ;;;;
NAPO;Solo; 574 ; 559 ; 671 ; 583 ;;;;
;Asociado; 25 ; 25 ; 9 ; 4 ;;;;
ORELLANA;Solo; 210 ; 210 ; 72 ; 41 ;;;;
;Asociado; 1 ; 1 ; 0 ; . ;;;;
PASTAZA;Solo; 12 ; 9 ; 1 ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
SUCUMBÍOS;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
ZAMORA CHINCHIPE;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
ZONAS NO DELIMITADAS;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
;;;;;;;;;
Fuente: INEC 2015;;;;;;;;;
