;;;;;;;INDICE;
;;;;;;;;
;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;;
TABLA 23. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;
PLÁTANO (Fruta fresca);;;;;;;;
;;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;;
;;Plantada;Cosechada;;;;;
;;;;;;;;
TOTAL NACIONAL;; 123.355 ; 105.817 ; 675.538 ; 582.460 ;;;
;;;;;;;;
REGIÓN SIERRA;; 21.651 ; 17.613 ; 108.951 ; 94.255 ;;;
REGIÓN COSTA;; 86.568 ; 76.426 ; 488.571 ; 435.359 ;;;
REGIÓN ORIENTAL;; 14.181 ; 10.897 ; 75.064 ; 50.282 ;;;
ZONAS NO DELIMITADAS;; 955 ; 881 ; 2.953 ; 2.565 ;;;
;;;;;;;;
REGIÓN SIERRA;;;;;;;;
;;;;;;;;
AZUAY;Solo; . ; . ; . ; . ;;;
;Asociado; 39 ; 39 ; 110 ; 99 ;;;
BOLÍVAR;Solo; 369 ; 305 ; 2.816 ; 1.568 ;;;
;Asociado; 706 ; 407 ; 2.702 ; 2.261 ;;;
CAÑAR;Solo; 7 ; 7 ; 22 ; . ;;;
;Asociado; 764 ; 764 ; 1.736 ; 1.660 ;;;
CARCHI;Solo; 231 ; 84 ; 677 ; 73 ;;;
;Asociado; 124 ; 108 ; 629 ; 393 ;;;
COTOPAXI;Solo; 792 ; 792 ; 2.710 ; 2.707 ;;;
;Asociado; 445 ; 445 ; 1.936 ; 1.904 ;;;
CHIMBORAZO;Solo; 40 ; 40 ; 184 ; 153 ;;;
;Asociado; 6 ; 6 ; 27 ; . ;;;
IMBABURA;Solo; 542 ; 355 ; 2.711 ; 705 ;;;
;Asociado; 138 ; 113 ; 1.472 ; 631 ;;;
LOJA;Solo; 11 ; 11 ; 26 ; 25 ;;;
;Asociado; 259 ; 245 ; 540 ; 509 ;;;
PICHINCHA;Solo; 272 ; 123 ; 818 ; 255 ;;;
;Asociado; 62 ; 62 ; 187 ; 187 ;;;
TUNGURAHUA;Solo; . ; . ; . ; . ;;;
;Asociado; . ; . ; . ; . ;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; 12.464 ; 10.265 ; 67.059 ; 61.806 ;;;
;Asociado; 4.379 ; 3.442 ; 22.588 ; 19.319 ;;;
;;;;;;;;
REGIÓN COSTA;;;;;;;;
;;;;;;;;
EL ORO;Solo; 470 ; 452 ; 1.207 ; 889 ;;;
;Asociado; 594 ; 495 ; 1.248 ; 1.148 ;;;
ESMERALDAS;Solo; 3.971 ; 3.083 ; 21.126 ; 15.587 ;;;
;Asociado; 8.669 ; 7.660 ; 13.081 ; 6.323 ;;;
GUAYAS;Solo; 5.240 ; 4.404 ; 38.109 ; 34.751 ;;;
;Asociado; 7.151 ; 6.028 ; 29.383 ; 24.123 ;;;
LOS RÍOS;Solo; 3.879 ; 3.385 ; 32.980 ; 29.140 ;;;
;Asociado; 3.877 ; 3.041 ; 23.411 ; 20.346 ;;;
MANABÍ;Solo; 40.213 ; 37.114 ; 276.404 ; 260.206 ;;;
;Asociado; 12.405 ; 10.705 ; 51.233 ; 42.548 ;;;
SANTA ELENA;Solo; 93 ; 56 ; 378 ; 292 ;;;
;Asociado; 3 ; 1 ; 10 ; 6 ;;;
;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;
;;;;;;;;
MORONA SANTIAGO;Solo; 2.877 ; 2.379 ; 10.606 ; 7.119 ;;;
;Asociado; 1.249 ; 1.099 ; 3.400 ; 1.695 ;;;
NAPO;Solo; 3.057 ; 2.983 ; 21.527 ; 18.452 ;;;
;Asociado; 2 ; 2 ; 7 ; . ;;;
ORELLANA;Solo; 2.945 ; 2.018 ; 24.054 ; 17.615 ;;;
;Asociado; 85 ; 72 ; 1.543 ; 638 ;;;
PASTAZA;Solo; 284 ; 251 ; 2.512 ; 104 ;;;
;Asociado; 294 ; 143 ; 1.546 ; . ;;;
SUCUMBÍOS;Solo; 2.310 ; 1.633 ; 8.543 ; 3.513 ;;;
;Asociado; 659 ; 149 ; 725 ; 639 ;;;
ZAMORA CHINCHIPE;Solo; 298 ; 56 ; 200 ; 141 ;;;
;Asociado; 121 ; 112 ; 401 ; 366 ;;;
ZONAS NO DELIMITADAS;Solo; 506 ; 450 ; 1.985 ; 1.690 ;;;
;Asociado; 449 ; 431 ; 967 ; 875 ;;;
;;;;;;;;
Fuente: INEC 2015;;;;;;;;
