Región y Provincia;; SUPERFICIE (Ha) ;; PRODUCCIÓN (Tm) ; VENTAS (Tm) ;;ÍNDICE
;; Plantada ; Cosechada ;;;;
TOTAL NACIONAL;;344.272;321.229;1.413.382;1.368.295;;
REGIÓN SIERRA;;27.161;19.462;61.621;51.761;;
REGIÓN COSTA;;298.842;284.060;1.318.591;1.286.351;;
REGIÓN AMAZÓNICA;;18.269;17.706;33.170;30.183;;
ZONA NO DELIMITADA;;;;;;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
AZUAY;Solo;390;354;244;35;;
;Asociado;134;91;82;22;;
BOLÍVAR;Solo;157;157;349;285;;
;Asociado;73;73;60;55;;
CAÑAR;Solo;;;;;;
;Asociado;29;19;18;3;;
CARCHI;Solo;561;430;725;676;;
;Asociado;;;;;;
COTOPAXI;Solo;428;428;1.946;1.946;;
;Asociado;;;;;;
CHIMBORAZO;Solo;275;198;159;58;;
;Asociado;;;;;;
IMBABURA;Solo;186;186;342;295;;
;Asociado;;;;;;
LOJA;Solo;23.837;16.516;55.023;46.278;;
;Asociado;149;128;152;124;;
PICHINCHA;Solo;556;497;1.293;811;;
;Asociado;247;247;685;677;;
TUNGURAHUA;Solo;28;28;47;40;;
;Asociado;;;;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;110;110;497;458;;
;Asociado;;;;;;
;;;;;;;
REGIÓN COSTA;;;;;;;
EL ORO;Solo;3.912;3.326;8.260;7.364;;
;Asociado;140;108;113;56;;
ESMERALDAS;Solo;4.830;4.825;16.380;15.775;;
;Asociado;;;;;;
GUAYAS;Solo;54.740;49.923;243.794;242.060;;
;Asociado;952;775;2.282;2.282;;
LOS RÍOS;Solo;109.623;108.834;551.423;547.281;;
;Asociado;881;881;3.777;3.678;;
MANABÍ;Solo;117.462;109.423;460.180;440.197;;
;Asociado;1.668;1.433;7.090;6.782;;
SANTA ELENA;Solo;4.633;4.533;25.291;20.875;;
;Asociado;;;;;;
;;;;;;;
REGIÓN AMAZÓNICA;;;;;;;
MORONA SANTIAGO;Solo;563;471;1.012;566;;
;Asociado;157;157;138;40;;
NAPO;Solo;1.616;1.559;2.525;2.381;;
;Asociado;;;;;;
ORELLANA;Solo;8.267;8.073;12.081;10.413;;
;Asociado;;;;;;
PASTAZA;Solo;282;282;253;249;;
;Asociado;;;;;;
SUCUMBÍOS;Solo;6.652;6.430;15.890;15.346;;
;Asociado;243;243;591;591;;
ZAMORA CHINCHIPE;Solo;490;490;681;597;;
;Asociado;;;;;;
;;;;;;;
ZONA NO DELIMITADA;;;;;;;
ZONA NO DELIMITADA;Solo;;;;;;
;Asociado;;;;;;
;;;;;;;
FUENTE: ESPAC - 2023;;;;;;;
