;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Región y Provincia;; SUPERFICIE (Ha) ;; PRODUCCIÓN (Tm) ; VENTAS (Tm) ;;ÍNDICE
;; Plantada ; Cosechada ;;;;
TOTAL NACIONAL;;24,516;22,501;372,801;120,543;;
REGIÓN SIERRA;;16,914;15,878;235,940;28,348;;
REGIÓN COSTA;;4,458;4,415;93,466;79,041;;
REGIÓN AMAZÓNICA;;3,144;2,208;43,395;13,154;;
;;;;;;;
REGIÓN SIERRA;;;;;;;
AZUAY;Solo;903;621;8,615;1,308;;
;Asociado;;;;;;
BOLÍVAR;Solo;2,398;2,398;34,793;;;
;Asociado;;;;;;
CAÑAR;Solo;3,919;3,870;25,986;;;
;Asociado;;;;;;
CARCHI;Solo;221;192;7,636;6,205;;
;Asociado;;;;;;
COTOPAXI;Solo;4,810;4,759;85,369;479;;
;Asociado;;;;;;
CHIMBORAZO;Solo;862;834;1,765;215;;
;Asociado;;;;;;
IMBABURA;Solo;1,076;1,074;21,370;8,070;;
;Asociado;;;;;;
LOJA;Solo;815;717;3,423;636;;
;Asociado;;;;;;
PICHINCHA;Solo;1,756;1,259;45,132;11,365;;
;Asociado;;;;;;
TUNGURAHUA;Solo;;;;;;
;Asociado;;;;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo;153;153;1,852;68;;
;Asociado;;;;;;
;;;;;;;
REGIÓN COSTA;;;;;;;
EL ORO;Solo;1,940;1,940;7,568;982;;
;Asociado;;;;;;
ESMERALDAS;Solo;16;16;72;;;
;Asociado;;;;;;
GUAYAS;Solo;1,205;1,205;79,971;76,976;;
;Asociado;;;;;;
LOS RÍOS;Solo;59;59;168;0;;
;Asociado;;;;;;
MANABÍ;Solo;1,239;1,196;5,687;1,083;;
;Asociado;;;;;;
SANTA ELENA;Solo;;;;;;
;Asociado;;;;;;
;;;;;;;
REGIÓN AMAZÓNICA;;;;;;;
MORONA SANTIAGO;Solo;845;504;6,065;2,611;;
;Asociado;;;;;;
NAPO;Solo;8;2;82;;;
;Asociado;;;;;;
ORELLANA;Solo;;;;;;
;Asociado;;;;;;
PASTAZA;Solo;655;615;10,201;4,558;;
;Asociado;;;;;;
SUCUMBÍOS;Solo;1,127;762;25,617;4,696;;
;Asociado;;;;;;
ZAMORA CHINCHIPE;Solo;509;325;1,431;1,288;;
;Asociado;;;;;;
;;;;;;;
FUENTE: ESPAC - 2022;;;;;;;
